frame,time_s,depth,preferred_depth,character_id,local_x,local_y,stage_x,stage_y,scale_x,scale_y,alpha,red_mult,red_add,ratio
25,1.0,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
26,1.041667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
27,1.083333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
28,1.125,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
29,1.166667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
30,1.208333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
31,1.25,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
32,1.291667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
33,1.333333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
34,1.375,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
35,1.416667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
36,1.458333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
37,1.5,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
38,1.541667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
39,1.583333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
40,1.625,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
41,1.666667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
42,1.708333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
43,1.75,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
44,1.791667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
45,1.833333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
46,1.875,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
47,1.916667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
48,1.958333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
49,2.0,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
50,2.041667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
51,2.083333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
52,2.125,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
53,2.166667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
54,2.208333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
55,2.25,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
56,2.291667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
57,2.333333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
58,2.375,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
59,2.416667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
60,2.458333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
61,2.5,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
62,2.541667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
63,2.583333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
64,2.625,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
65,2.666667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
66,2.708333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
67,2.75,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
68,2.791667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
69,2.833333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
70,2.875,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
71,2.916667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
72,2.958333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
73,3.0,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
74,3.041667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
75,3.083333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
76,3.125,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
77,3.166667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
78,3.208333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
79,3.25,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
80,3.291667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
81,3.333333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,1.0,1.0,0,5
82,3.375,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,0.667969,1.0,0,5
83,3.416667,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,0.332031,1.0,0,5
84,3.458333,1,,2497,0.0,0.0,150.0,105.0,1.0,1.0,0.0,1.0,0,5
85,3.5,,,,,,,,,,,,,
