formation_id,index,slot,raw_record,x_code,y_code,world_x,world_y,class_code,class_name,strategy_raw,strategy_name
5,0,m30,111633,11,16,1437,576,3,武将,3,守備
5,1,m31,221411,22,14,1041,504,1,足軽,1,突撃
5,2,m32,211311,21,13,1077,468,1,足軽,1,突撃
5,3,m33,081523,8,15,1545,540,2,弓兵,3,守備
5,4,m34,112018,11,20,1437,720,1,足軽,8,迎撃
5,5,m35,081724,8,17,1545,612,2,弓兵,4,待機
5,6,m36,111218,11,12,1437,432,1,足軽,8,迎撃
5,7,m37,201511,20,15,1113,540,1,足軽,1,突撃
5,8,m38,211911,21,19,1077,684,1,足軽,1,突撃
5,9,m39,221811,22,18,1041,648,1,足軽,1,突撃
5,10,m40,121911,12,19,1401,684,1,足軽,1,突撃
5,11,m41,141564,14,15,1329,540,6,鉄砲,4,待機
5,12,m42,091623,9,16,1509,576,2,弓兵,3,守備
5,13,m43,141764,14,17,1329,612,6,鉄砲,4,待機
5,14,m44,071664,7,16,1581,576,6,鉄砲,4,待機
5,15,m45,171311,17,13,1221,468,1,足軽,1,突撃
5,16,m46,201711,20,17,1113,612,1,足軽,1,突撃
5,17,m47,171911,17,19,1221,684,1,足軽,1,突撃
5,18,m48,181640,18,16,1185,576,4,猛者,0,乱戦
5,19,m49,221611,22,16,1041,576,1,足軽,1,突撃
5,20,m50,181458,18,14,1185,504,5,軍師,8,迎撃
5,21,m51,121311,12,13,1401,468,1,足軽,1,突撃
5,22,m52,192371,19,23,1149,828,7,忍者,1,突撃
5,23,m53,191071,19,10,1149,360,7,忍者,1,突撃
5,24,m54,161611,16,16,1257,576,1,足軽,1,突撃
5,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
5,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
5,27,m57,181858,18,18,1185,648,5,軍師,8,迎撃
5,28,m58,201211,20,12,1113,432,1,足軽,1,突撃
5,29,m59,202011,20,20,1113,720,1,足軽,1,突撃
6,0,m30,111634,11,16,1437,576,3,武将,4,待機
6,1,m31,161411,16,14,1257,504,1,足軽,1,突撃
6,2,m32,161811,16,18,1257,648,1,足軽,1,突撃
6,3,m33,081524,8,15,1545,540,2,弓兵,4,待機
6,4,m34,172013,17,20,1221,720,1,足軽,3,守備
6,5,m35,081724,8,17,1545,612,2,弓兵,4,待機
6,6,m36,161313,16,13,1257,468,1,足軽,3,守備
6,7,m37,191411,19,14,1149,504,1,足軽,1,突撃
6,8,m38,191811,19,18,1149,648,1,足軽,1,突撃
6,9,m39,221811,22,18,1041,648,1,足軽,1,突撃
6,10,m40,131624,13,16,1365,576,2,弓兵,4,待機
6,11,m41,141524,14,15,1329,540,2,弓兵,4,待機
6,12,m42,141724,14,17,1329,612,2,弓兵,4,待機
6,13,m43,091664,9,16,1509,576,6,鉄砲,4,待機
6,14,m44,071624,7,16,1581,576,2,弓兵,4,待機
6,15,m45,181351,18,13,1185,468,5,軍師,1,突撃
6,16,m46,221411,22,14,1041,504,1,足軽,1,突撃
6,17,m47,181951,18,19,1185,684,5,軍師,1,突撃
6,18,m48,171621,17,16,1221,576,2,弓兵,1,突撃
6,19,m49,191721,19,17,1149,612,2,弓兵,1,突撃
6,20,m50,192223,19,22,1149,792,2,弓兵,3,守備
6,21,m51,171213,17,12,1221,432,1,足軽,3,守備
6,22,m52,191123,19,11,1149,396,2,弓兵,3,守備
6,23,m53,191078,19,10,1149,360,7,忍者,8,迎撃
6,24,m54,192378,19,23,1149,828,7,忍者,8,迎撃
6,25,m55,141213,14,12,1329,432,1,足軽,3,守備
6,26,m56,142013,14,20,1329,720,1,足軽,3,守備
6,27,m57,161913,16,19,1257,684,1,足軽,3,守備
6,28,m58,211621,21,16,1077,576,2,弓兵,1,突撃
6,29,m59,191521,19,15,1149,540,2,弓兵,1,突撃
7,0,m30,111633,11,16,1437,576,3,武将,3,守備
7,1,m31,171023,17,10,1221,360,2,弓兵,3,守備
7,2,m32,172323,17,23,1221,828,2,弓兵,3,守備
7,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
7,4,m34,121913,12,19,1401,684,1,足軽,3,守備
7,5,m35,071624,7,16,1581,576,2,弓兵,4,待機
7,6,m36,101313,10,13,1473,468,1,足軽,3,守備
7,7,m37,201311,20,13,1113,468,1,足軽,1,突撃
7,8,m38,201911,20,19,1113,684,1,足軽,1,突撃
7,9,m39,192011,19,20,1149,720,1,足軽,1,突撃
7,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
7,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
7,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
7,13,m43,091624,9,16,1509,576,2,弓兵,4,待機
7,14,m44,071724,7,17,1581,612,2,弓兵,4,待機
7,15,m45,171323,17,13,1221,468,2,弓兵,3,守備
7,16,m46,191211,19,12,1149,432,1,足軽,1,突撃
7,17,m47,171923,17,19,1221,684,2,弓兵,3,守備
7,18,m48,201740,20,17,1113,612,4,猛者,0,乱戦
7,19,m49,211411,21,14,1077,504,1,足軽,1,突撃
7,20,m50,161558,16,15,1257,540,5,軍師,8,迎撃
7,21,m51,121313,12,13,1401,468,1,足軽,3,守備
7,22,m52,161758,16,17,1257,612,5,軍師,8,迎撃
7,23,m53,170923,17,9,1221,324,2,弓兵,3,守備
7,24,m54,172423,17,24,1221,864,2,弓兵,3,守備
7,25,m55,171123,17,11,1221,396,2,弓兵,3,守備
7,26,m56,172223,17,22,1221,792,2,弓兵,3,守備
7,27,m57,101911,10,19,1473,684,1,足軽,1,突撃
7,28,m58,201540,20,15,1113,540,4,猛者,0,乱戦
7,29,m59,211811,21,18,1077,648,1,足軽,1,突撃
8,0,m30,111533,11,15,1437,540,3,武将,3,守備
8,1,m31,181411,18,14,1185,504,1,足軽,1,突撃
8,2,m32,181711,18,17,1185,612,1,足軽,1,突撃
8,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
8,4,m34,102013,10,20,1473,720,1,足軽,3,守備
8,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
8,6,m36,101213,10,12,1473,432,1,足軽,3,守備
8,7,m37,201311,20,13,1113,468,1,足軽,1,突撃
8,8,m38,201811,20,18,1113,648,1,足軽,1,突撃
8,9,m39,221711,22,17,1041,612,1,足軽,1,突撃
8,10,m40,081813,8,18,1545,648,1,足軽,3,守備
8,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
8,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
8,13,m43,081411,8,14,1545,504,1,足軽,1,突撃
8,14,m44,082113,8,21,1545,756,1,足軽,3,守備
8,15,m45,081113,8,11,1545,396,1,足軽,3,守備
8,16,m46,221411,22,14,1041,504,1,足軽,1,突撃
8,17,m47,111733,11,17,1437,612,3,武将,3,守備
8,18,m48,201640,20,16,1113,576,4,猛者,0,乱戦
8,19,m49,141213,14,12,1329,432,1,足軽,3,守備
8,20,m50,101411,10,14,1473,504,1,足軽,1,突撃
8,21,m51,121313,12,13,1401,468,1,足軽,3,守備
8,22,m52,101811,10,18,1473,648,1,足軽,1,突撃
8,23,m53,170923,17,9,1221,324,2,弓兵,3,守備
8,24,m54,172423,17,24,1221,864,2,弓兵,3,守備
8,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
8,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
8,27,m57,121913,12,19,1401,684,1,足軽,3,守備
8,28,m58,201540,20,15,1113,540,4,猛者,0,乱戦
8,29,m59,142013,14,20,1329,720,1,足軽,3,守備
9,0,m30,111633,11,16,1437,576,3,武将,3,守備
9,1,m31,191211,19,12,1149,432,1,足軽,1,突撃
9,2,m32,222011,22,20,1041,720,1,足軽,1,突撃
9,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
9,4,m34,122018,12,20,1401,720,1,足軽,8,迎撃
9,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
9,6,m36,121218,12,12,1401,432,1,足軽,8,迎撃
9,7,m37,201311,20,13,1113,468,1,足軽,1,突撃
9,8,m38,201911,20,19,1113,684,1,足軽,1,突撃
9,9,m39,192011,19,20,1149,720,1,足軽,1,突撃
9,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
9,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
9,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
9,13,m43,181811,18,18,1185,648,1,足軽,1,突撃
9,14,m44,081624,8,16,1545,576,2,弓兵,4,待機
9,15,m45,181411,18,14,1185,504,1,足軽,1,突撃
9,16,m46,221211,22,12,1041,432,1,足軽,1,突撃
9,17,m47,191631,19,16,1149,576,3,武将,1,突撃
9,18,m48,201740,20,17,1113,612,4,猛者,0,乱戦
9,19,m49,221411,22,14,1041,504,1,足軽,1,突撃
9,20,m50,161411,16,14,1257,504,1,足軽,1,突撃
9,21,m51,101413,10,14,1473,504,1,足軽,3,守備
9,22,m52,161811,16,18,1257,648,1,足軽,1,突撃
9,23,m53,161613,16,16,1257,576,1,足軽,3,守備
9,24,m54,221611,22,16,1041,576,1,足軽,1,突撃
9,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
9,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
9,27,m57,101813,10,18,1473,648,1,足軽,3,守備
9,28,m58,201540,20,15,1113,540,4,猛者,0,乱戦
9,29,m59,221811,22,18,1041,648,1,足軽,1,突撃
10,0,m30,111633,11,16,1437,576,3,武将,3,守備
10,1,m31,200511,20,5,1113,180,1,足軽,1,突撃
10,2,m32,202811,20,28,1113,1008,1,足軽,1,突撃
10,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
10,4,m34,192711,19,27,1149,972,1,足軽,1,突撃
10,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
10,6,m36,190611,19,6,1149,216,1,足軽,1,突撃
10,7,m37,210611,21,6,1077,216,1,足軽,1,突撃
10,8,m38,212711,21,27,1077,972,1,足軽,1,突撃
10,9,m39,222811,22,28,1041,1008,1,足軽,1,突撃
10,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
10,11,m41,200721,20,7,1113,252,2,弓兵,1,突撃
10,12,m42,202621,20,26,1113,936,2,弓兵,1,突撃
10,13,m43,081424,8,14,1545,504,2,弓兵,4,待機
10,14,m44,081824,8,18,1545,648,2,弓兵,4,待機
10,15,m45,170631,17,6,1221,216,3,武将,1,突撃
10,16,m46,220511,22,5,1041,180,1,足軽,1,突撃
10,17,m47,172731,17,27,1221,972,3,武将,1,突撃
10,18,m48,201740,20,17,1113,612,4,猛者,0,乱戦
10,19,m49,180511,18,5,1185,180,1,足軽,1,突撃
10,20,m50,221411,22,14,1041,504,1,足軽,1,突撃
10,21,m51,101313,10,13,1473,468,1,足軽,3,守備
10,22,m52,221811,22,18,1041,648,1,足軽,1,突撃
10,23,m53,220723,22,7,1041,252,2,弓兵,3,守備
10,24,m54,222623,22,26,1041,936,2,弓兵,3,守備
10,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
10,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
10,27,m57,101913,10,19,1473,684,1,足軽,3,守備
10,28,m58,201540,20,15,1113,540,4,猛者,0,乱戦
10,29,m59,182811,18,28,1185,1008,1,足軽,1,突撃
11,0,m30,111633,11,16,1437,576,3,武将,3,守備
11,1,m31,191521,19,15,1149,540,2,弓兵,1,突撃
11,2,m32,191821,19,18,1149,648,2,弓兵,1,突撃
11,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
11,4,m34,101713,10,17,1473,612,1,足軽,3,守備
11,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
11,6,m36,101513,10,15,1473,540,1,足軽,3,守備
11,7,m37,181421,18,14,1185,504,2,弓兵,1,突撃
11,8,m38,181921,18,19,1185,684,2,弓兵,1,突撃
11,9,m39,172021,17,20,1221,720,2,弓兵,1,突撃
11,10,m40,131624,13,16,1365,576,2,弓兵,4,待機
11,11,m41,141524,14,15,1329,540,2,弓兵,4,待機
11,12,m42,141724,14,17,1329,612,2,弓兵,4,待機
11,13,m43,201321,20,13,1113,468,2,弓兵,1,突撃
11,14,m44,202021,20,20,1113,720,2,弓兵,1,突撃
11,15,m45,171731,17,17,1221,612,3,武将,1,突撃
11,16,m46,171321,17,13,1221,468,2,弓兵,1,突撃
11,17,m47,171631,17,16,1221,576,3,武将,1,突撃
11,18,m48,201721,20,17,1113,612,2,弓兵,1,突撃
11,19,m49,211511,21,15,1077,540,1,足軽,1,突撃
11,20,m50,161428,16,14,1257,504,2,弓兵,8,迎撃
11,21,m51,121358,12,13,1401,468,5,軍師,8,迎撃
11,22,m52,161828,16,18,1257,648,2,弓兵,8,迎撃
11,23,m53,191071,19,10,1149,360,7,忍者,1,突撃
11,24,m54,192371,19,23,1149,828,7,忍者,1,突撃
11,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
11,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
11,27,m57,121958,12,19,1401,684,5,軍師,8,迎撃
11,28,m58,201621,20,16,1113,576,2,弓兵,1,突撃
11,29,m59,211811,21,18,1077,648,1,足軽,1,突撃
12,0,m30,111633,11,16,1437,576,3,武将,3,守備
12,1,m31,181411,18,14,1185,504,1,足軽,1,突撃
12,2,m32,181811,18,18,1185,648,1,足軽,1,突撃
12,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
12,4,m34,122023,12,20,1401,720,2,弓兵,3,守備
12,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
12,6,m36,121223,12,12,1401,432,2,弓兵,3,守備
12,7,m37,191311,19,13,1149,468,1,足軽,1,突撃
12,8,m38,191911,19,19,1149,684,1,足軽,1,突撃
12,9,m39,182011,18,20,1185,720,1,足軽,1,突撃
12,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
12,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
12,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
12,13,m43,081413,8,14,1545,504,1,足軽,3,守備
12,14,m44,081813,8,18,1545,648,1,足軽,3,守備
12,15,m45,171331,17,13,1221,468,3,武将,1,突撃
12,16,m46,181211,18,12,1185,432,1,足軽,1,突撃
12,17,m47,171931,17,19,1221,684,3,武将,1,突撃
12,18,m48,221611,22,16,1041,576,1,足軽,1,突撃
12,19,m49,211421,21,14,1077,504,2,弓兵,1,突撃
12,20,m50,201531,20,15,1113,540,3,武将,1,突撃
12,21,m51,091633,9,16,1509,576,3,武将,3,守備
12,22,m52,201631,20,16,1113,576,3,武将,1,突撃
12,23,m53,211271,21,12,1077,432,7,忍者,1,突撃
12,24,m54,211971,21,19,1077,684,7,忍者,1,突撃
12,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
12,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
12,27,m57,121633,12,16,1401,576,3,武将,3,守備
12,28,m58,221511,22,15,1041,540,1,足軽,1,突撃
12,29,m59,211721,21,17,1077,612,2,弓兵,1,突撃
13,0,m30,111633,11,16,1437,576,3,武将,3,守備
13,1,m31,161511,16,15,1257,540,1,足軽,1,突撃
13,2,m32,211711,21,17,1077,612,1,足軽,1,突撃
13,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
13,4,m34,171921,17,19,1221,684,2,弓兵,1,突撃
13,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
13,6,m36,171321,17,13,1221,468,2,弓兵,1,突撃
13,7,m37,191311,19,13,1149,468,1,足軽,1,突撃
13,8,m38,191911,19,19,1149,684,1,足軽,1,突撃
13,9,m39,182011,18,20,1185,720,1,足軽,1,突撃
13,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
13,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
13,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
13,13,m43,081613,8,16,1545,576,1,足軽,3,守備
13,14,m44,161711,16,17,1257,612,1,足軽,1,突撃
13,15,m45,181431,18,14,1185,504,3,武将,1,突撃
13,16,m46,181211,18,12,1185,432,1,足軽,1,突撃
13,17,m47,181831,18,18,1185,648,3,武将,1,突撃
13,18,m48,221611,22,16,1041,576,1,足軽,1,突撃
13,19,m49,201421,20,14,1113,504,2,弓兵,1,突撃
13,20,m50,191531,19,15,1149,540,3,武将,1,突撃
13,21,m51,091633,9,16,1509,576,3,武将,3,守備
13,22,m52,191731,19,17,1149,612,3,武将,1,突撃
13,23,m53,211040,21,10,1077,360,4,猛者,0,乱戦
13,24,m54,212258,21,22,1077,792,5,軍師,8,迎撃
13,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
13,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
13,27,m57,181631,18,16,1185,576,3,武将,1,突撃
13,28,m58,211511,21,15,1077,540,1,足軽,1,突撃
13,29,m59,201821,20,18,1113,648,2,弓兵,1,突撃
14,0,m30,111633,11,16,1437,576,3,武将,3,守備
14,1,m31,161413,16,14,1257,504,1,足軽,3,守備
14,2,m32,211718,21,17,1077,612,1,足軽,8,迎撃
14,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
14,4,m34,091823,9,18,1509,648,2,弓兵,3,守備
14,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
14,6,m36,091423,9,14,1509,504,2,弓兵,3,守備
14,7,m37,201828,20,18,1113,648,2,弓兵,8,迎撃
14,8,m38,171913,17,19,1221,684,1,足軽,3,守備
14,9,m39,172013,17,20,1221,720,1,足軽,3,守備
14,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
14,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
14,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
14,13,m43,101613,10,16,1473,576,1,足軽,3,守備
14,14,m44,171313,17,13,1221,468,1,足軽,3,守備
14,15,m45,151233,15,12,1293,432,3,武将,3,守備
14,16,m46,171213,17,12,1221,432,1,足軽,3,守備
14,17,m47,152033,15,20,1293,720,3,武将,3,守備
14,18,m48,221618,22,16,1041,576,1,足軽,8,迎撃
14,19,m49,201428,20,14,1113,504,2,弓兵,8,迎撃
14,20,m50,191538,19,15,1149,540,3,武将,8,迎撃
14,21,m51,131633,13,16,1365,576,3,武将,3,守備
14,22,m52,191738,19,17,1149,612,3,武将,8,迎撃
14,23,m53,221340,22,13,1041,468,4,猛者,0,乱戦
14,24,m54,221940,22,19,1041,684,4,猛者,0,乱戦
14,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
14,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
14,27,m57,081631,8,16,1545,576,3,武将,1,突撃
14,28,m58,211518,21,15,1077,540,1,足軽,8,迎撃
14,29,m59,161823,16,18,1257,648,2,弓兵,3,守備
15,0,m30,111633,11,16,1437,576,3,武将,3,守備
15,1,m31,161224,16,12,1257,432,2,弓兵,4,待機
15,2,m32,221711,22,17,1041,612,1,足軽,1,突撃
15,3,m33,071524,7,15,1581,540,2,弓兵,4,待機
15,4,m34,091824,9,18,1509,648,2,弓兵,4,待機
15,5,m35,071724,7,17,1581,612,2,弓兵,4,待機
15,6,m36,091424,9,14,1509,504,2,弓兵,4,待機
15,7,m37,221914,22,19,1041,684,1,足軽,4,待機
15,8,m38,172324,17,23,1221,828,2,弓兵,4,待機
15,9,m39,172424,17,24,1221,864,2,弓兵,4,待機
15,10,m40,141624,14,16,1329,576,2,弓兵,4,待機
15,11,m41,141523,14,15,1329,540,2,弓兵,3,守備
15,12,m42,141723,14,17,1329,612,2,弓兵,3,守備
15,13,m43,101624,10,16,1473,576,2,弓兵,4,待機
15,14,m44,171024,17,10,1221,360,2,弓兵,4,待機
15,15,m45,151034,15,10,1293,360,3,武将,4,待機
15,16,m46,170924,17,9,1221,324,2,弓兵,4,待機
15,17,m47,152334,15,23,1293,828,3,武将,4,待機
15,18,m48,221611,22,16,1041,576,1,足軽,1,突撃
15,19,m49,221311,22,13,1041,468,1,足軽,1,突撃
15,20,m50,211438,21,14,1077,504,3,武将,8,迎撃
15,21,m51,131633,13,16,1365,576,3,武将,3,守備
15,22,m52,211831,21,18,1077,648,3,武将,1,突撃
15,23,m53,201340,20,13,1113,468,4,猛者,0,乱戦
15,24,m54,201940,20,19,1113,684,4,猛者,0,乱戦
15,25,m55,171164,17,11,1221,396,6,鉄砲,4,待機
15,26,m56,172264,17,22,1221,792,6,鉄砲,4,待機
15,27,m57,081631,8,16,1545,576,3,武将,1,突撃
